chunk,embedding_index
"Sadat encouraged the emergence of an Islamist movement which had been suppressed by Nasser. Believing Islamists to be socially conservative he gave them ""considerable cultural and ideological autonomy"" in exchange for political support. Most people in ancient Egypt were farmers. They lived with their families in houses made of mud bricks that were near the Nile River. The Nile flooded each year, leaving behind fertile soil for planting crops like wheat, barley, lettuce, flax, and papyrus. As the Egyptians learned how to move river water to their fields, they were able to grow more food, including grapes, apricots, olives, and beans. During flood season, farmers couldn’t tend their crops. So instead, some worked building pyramids, tombs, and monuments. Other people worked as scribes (people who recorded events), priests, and doctors. Women in ancient Egypt had more freedom than those in other ancient cultures. Like men, they could be scribes, priests, and doctors, and they usually had the same rights as men. Women could own their own homes and businesses. Ancient Egyptians also like to have fun! They swam and canoed in the Nile, played board games, and they enjoyed making music and dancing. In fact, Egyptians enjoyed life so much that they believed that the afterlife would be almost exactly the same—except without things like sadness, illness, or pesky mosquitoes. Even pets like cats, dogs, or monkeys would join them there. Being mummified—the process of preserving a body—was an important part of how Egyptians believed their soul would enter the afterlife. So were tombs. These burial chambers were filled with things a person would need there: food, games, and even underwear! According to legend, ancient Egyptian gods also helped people in the afterlife.",126
"Some, like the jackal-headed god Anubis, helped guide people to the underworld, where they would be judged by its ruler, the god Osiris. The 8th dynasty likely began earlier than the reigns of the known kings of the dynasty and included several short-lived kings before the three that are listed below, although sources disagree on the total number of rulers. Though Manetho separated the 9th and 10th dynasties, they likely represented a single line of kings who ruled from Heracleopolis. The order and regnal years of kings during the 9th and 10th dynasties are unknown. Scholars have shown that the kings of this time included several named Khety, Merykare, and Iti. In addition to the pharaohs listed below, the 13th dynasty included pharaohs with the names Swadjtu, Ined, Hori, and Dedumose in an unknown order. The 15th dynasty likely contained several other kings, although sources disagree on the total number of rulers and the lengths of their reigns. In addition to the pharaohs listed below, the 17th dynasty included pharaohs with the names Sobekhotep VIII, Nebiriau, Rahotep, Bebiankh, and two named Sobekemzaf, but their relative positions are unclear. The 18th dynasty includes many of the most recognizable figures in ancient Egyptian history, including Hatshepsut, Akhenaten, and Tutankhamun. Some scholars have argued that Nefertiti also ruled under the name Smenkhkare, Neferneferuaten, or both. However, others argue that Smenkhkare was a male pharaoh and that Neferneferuaten could have been Akhenaten’s second wife, Kiye, or his daughter Merytaten instead of Nefertiti. The 23rd dynasty consisted of another line of Libyan kings, of which some ruled Upper Egypt and others ruled Lower Egypt. A line of rival kings existed alongside the 23rd dynasty in Upper Egypt and included Petubaste I (c. 834–c. 812), Sheshonk IV, Rudamun, and Iny.",127
"This division of rule between Thebes in Upper Egypt and Ramesses XI's reign in Lower Egypt resulted in the same kind of disunity which characterized the First and Second Intermediate Periods. Again there was no strong central government in Egypt and the policies of the past which had preserved the empire were no longer effective. Historian Margaret Bunson writes how the Ramessid pharaohs had ""little military or administrative competence"" after Ramesses III and that ""the 20th Dynasty, and the New Kingdom, was destroyed when the powerful priests of Amun divided the nation and usurped the throne"" (81). Ramesses II's decision to move the capital north to Avaris weakened the government by abandoning Thebes to the priests. Although ostensibly the Cult of Amun was under the authority of the pharaoh, in reality power rested in the hands of the party with the greatest wealth and influence. The priests of Amun were able to acquire massive amounts of land and profit from it without any interference from the pharaohs who were now so far away in the north. These priests were able to amass wealth to begin with because of the way the god Amun had come to be seen. He combined the aspects of the earlier creator god Atum with the sun god Ra and became recognized as the King of the Gods. The early pharaohs of the New Kingdom, like the kings before them, associated themselves with the god Horus but Seti I aligned himself with Horus' adversary Set and the Ramessid pharaohs with the sun god Ra. The name ""Ramesses"" comes from the Egyptian `Ra-Moses' meaning ""Son of Ra"". The priests of Amun, the supreme deity, were in direct contact with the creator and sustainer of the universe, a god greater than Ra or Horus or Set.",128
"As worship of Amun increased in popularity so did his cult and so did their wealth. More importantly, however, the power of the pharaoh diminished as he was no longer seen as a necessary intermediary between the people and their gods. Now the priests of Amun could intercede on the people's behalf and they could receive answers directly. Scholar Jacobus Van Dijk comments on this: The king no longer represented god on earth but was subordinate to him; just like all other human beings, he was subject to the will of god...Once it had been recognized that god's will was the governing factor in everything that happened, it became mandatory to know his will in advance. Oracles, which had originally been consulted only by the king, perhaps as early as the Old Kingdom began to be used in the Ramessid Period to consult the god on all sorts of affairs in the lives of ordinary human beings. Priests would carry the portable bark with the god's image in procession out of the temple and a piece of papyrus or an ostracon bearing a written question would be laid before him; the god would then indicate his approval or disapproval by making the priests move slightly forwards or backwards or by some other motion of the bark. Appointments, disputes over property, accusations of crimes, and later even questions seeking the god's reassurance that one would safely live in the hereafter, were thus subjected to the god's will. All of these developments further minimalized the role of the king as god's representative on earth; the king was no longer a god, but god himself had become king.",129
"Once Amun had been recognized as the true king, the political power of the earthly rulers could be reduced to a minimum and transferred to Amun's priesthood. (Shaw, 306-307) Priests could be male or female. The chief priest of any religious cult was usually the same sex as the deity they served; the head of the Cult of Isis was female, that of the Cult of Amun, male. Priests could and did have families, and their children usually became priests after them. This was the paradigm for all of Egypt as far as succession went: the children carried on the occupation of the parents, usually the father. Women had almost equal rights in ancient Egypt. They could own their own businesses, their own land, and their own homes, could initiate divorce, enter into contracts with men, have abortions, and dispose of their own property as they saw fit; this was a level of sexual equality which no other ancient civilization approached and which the modern era only initiated - under duress - in the mid-20th century CE. At least four women ruled Egypt, the best known two being Hatshepsut (1479-1458 BCE) and Cleopatra VII. This was not the norm, however, as most rulers were male. Royal women, for the most part, had slaves and servants who cared for the children and had no responsibility for cleaning or tending the home. They assisted their husbands in receiving foreign dignitaries and advancing certain policies. Women of the upper classes knew a similar lifestyle but might have taken more time caring for the children, while in the lower classes, the care of the home and children were wholly the woman's responsibility. Marriages in ancient Egypt were more of a secular than religious affair.",130
"Most marriages, in any of the classes, were arranged by the parents. Girls were usually married around the age of 12 and boys around age 15. Royal children were often betrothed to those of foreign kings to seal treaties when they were little more than infants, though it was forbidden for women to leave Egypt as brides for foreign rulers since it was thought they would not be happy outside of their own land. Since Egypt was the best of all places, it was considered disrespectful to a young woman to send her off to some lesser place. It was perfectly acceptable for foreign-born women to come to Egypt as brides, however. Once in Egypt, these women were accorded the same respect as natives. Women of all social classes were considered on par with their husbands, even though the man was considered the head of the household. Nardo notes: In 2003 CE this controversy became more heated when the museum allowed two artists, known as Little Warsaw, to place the bust on a bronze body of a naked woman in order to show what the queen may have looked like. This very poor decision resulted in Egypt renewing its efforts for repatriation of the bust but, as the Little Warsaw exhibit lasted only a few hours, the controversy cooled and the bust remains where it has been since 1913 CE and where it continues to be one of the most popular pieces of art, if not the most popular, in the permanent collection. At Ibn Tulun's death, Khumarawayh, with the backing of the Tulunid elites, succeeded without opposition. Ibn Tulun bequeathed his heir ""with a seasoned military, a stable economy, and a coterie of experienced commanders and bureaucrats"".",131
"Khumarawayh was able to preserve his authority against the Abbasid's attempt to overthrow him at the Battle of Tawahin and even made additional territorial gains, recognized in a treaty with al-Muwaffaq in 886 that gave the Tulunids the hereditary governorship over Egypt and Syria for 30 years. The accession of al-Muwaffaq's son al-Mu'tadid as Caliph in 892 marked a new rapprochement, culminating in the marriage of Khumarawayh's daughter to the new Caliph, but also the return of the provinces of Diyar Rabi'a and Diyar Mudar to caliphal control. Domestically, Khumarawayh's reign was one of ""luxury and decay"" (Hugh N. Kennedy), but also a time of relative tranquility in Egypt as well as in Syria, a rather unusual occurrence for the period. Nevertheless, Khumarawayh's extravagant spending exhausted the fisc, and by the time of his assassination in 896, the Tulunid treasury was empty. Following Khumarawayh's death, internal strife sapped Tulunid power. Khumarawayh's son Jaysh was a drunkard who executed his uncle, Mudar ibn Ahmad ibn Tulun; he was deposed after only a few months and replaced by his brother Harun ibn Khumarawayh. Harun too was a weak ruler, and although a revolt by his uncle Rabi'ah in Alexandria was suppressed, the Tulunids were unable to confront the attacks of the Qarmatians who began at the same time. In addition, many commanders defected to the Abbasids, whose power revived under the capable leadership of al-Muwaffaq's son, Caliph al-Mu'tadid (r. 892–902). Finally, in December 904, two other sons of Ibn Tulun, Ali and Shayban, murdered their nephew and assumed control of the Tulunid state. Far from halting the decline, this event alienated key commanders in Syria and led to the rapid and relatively unopposed reconquest of Syria and Egypt by the Abbasids under Muhammad ibn Sulayman al-Katib, who entered Fustat in January 905.",132
"With the exception of the Great Mosque of Ibn Tulun, the victorious Abbasid troops pillaged al-Qata'i and razed it to the ground. In 935, after repulsing another Fatimid attack, the Turkish commander Muhammad ibn Tughj became the de facto ruler of Egypt with the title of al-Ikhshid. After his death in 946, the succession of his son Unujur was peaceful and undisputed, due to the influence of the powerful and talented commander-in-chief, Kafur. One of the many Black African slaves recruited by al-Ikhshid, Kafur remained the paramount minister and virtual ruler of Egypt over the next 22 years, assuming power in his own right in 966 until his death two years later. Encouraged by his death, in 969 the Fatimids invaded and conquered Egypt, beginning a new era in the country's history. After the fall of the Old Kingdom came a roughly 200-year stretch of time known as the First Intermediate Period, which is generally thought to include a relatively obscure set of pharaohs running from the end of the Sixth to the Tenth and most of the Eleventh Dynasties. Most of these were likely local monarchs who did not hold much power outside of their nome. There are a number of texts known as ""Lamentations"" from the early period of the subsequent Middle Kingdom that may shed some light on what happened during this period. Some of these texts reflect on the breakdown of rule, others allude to invasion by ""Asiatic bowmen"". In general, the stories focus on a society where the natural order of things in both society and nature was overthrown. It is also highly likely that it was during this period that all of the pyramid and tomb complexes were looted.",133
"Further lamentation texts allude to this fact, and by the beginning of the Middle Kingdom mummies are found decorated with magical spells that were once exclusive to the pyramid of the kings of the Sixth Dynasty. By 2160 BC, a new line of pharaohs, the Ninth and Tenth Dynasties, consolidated Lower Egypt from their capital in Heracleopolis Magna. A rival line, the Eleventh Dynasty based at Thebes, reunited Upper Egypt, and a clash between the rival dynasties was inevitable. Around 2055 BC, the Theban forces defeated the Heracleopolitan pharaohs and reunited the Two Lands. The reign of its first pharaoh, Mentuhotep II, marks the beginning of the Middle Kingdom. The Middle Kingdom is the period in the history of ancient Egypt stretching from the 39th regnal year of Mentuhotep II of the Eleventh Dynasty to the end of the Thirteenth Dynasty, roughly between 2030 and 1650 BC. The period comprises two phases, the Eleventh Dynasty, which ruled from Thebes, and then the Twelfth Dynasty, whose capital was Lisht. These two dynasties were originally considered the full extent of this unified kingdom, but some historians now consider the first part of the Thirteenth Dynasty to belong to the Middle Kingdom. Following the disastrous Six-Day War of 1967, Egypt waged a War of Attrition in the Suez Canal zone. In 1971, three years into this war, Sadat endorsed in a letter the peace proposals of UN negotiator Gunnar Jarring, which seemed to lead to a full peace with Israel on the basis of Israel's withdrawal to its pre-war borders. This peace initiative failed as neither Israel nor the United States of America accepted the terms as discussed then.",134
"To provide Israel with more incentive to negotiate with Egypt and return the Sinai to it, and also because the Soviets had refused Sadat's requests for more military support, Sadat expelled the Soviet military advisers from Egypt and proceeded to bolster his army for a renewed confrontation with Israel. In the months before the 1973 war Sadat engaged in a diplomatic offensive and by the fall of 1973 had support for a war of more than a hundred states, including most of the countries of the Arab League, Non-Aligned Movement, and Organization of African Unity. Syria agreed to join Egypt in attacking Israel. In October 1973, Egypt's armed forces achieved initial successes in the Crossing and advanced 15 km, reaching the depth of the range of safe coverage of its own air force. After Syrian forces were being repulsed, the Syrian government urged Sadat to move his forces deeper into Sinai. Without air cover, the Egyptian army suffered huge losses. In spite of huge losses they kept advancing, creating the chance to open a gap between army forces. That gap was exploited by a tank division led by Ariel Sharon, and he and his tanks managed to penetrate, reaching Suez City. In the meantime, the United States initiated a strategic airlift to provide replacement weapons and supplies to Israel and appropriate $2.2 billion in emergency aid. OPEC oil ministers, led by Saudi Arabia retaliated with an oil embargo against the US. A UN resolution supported by the United States and the Soviet Union called for an end to hostilities and for peace talks to begin.",135
"On 4 March 1974 Israel withdrew the last of its troops from the west side of the Suez Canal and 12 days later Arab oil ministers announced the end of the embargo against the United States. For Sadat and many Egyptians the war was much more a victory than a draw, as the military objective of capturing a foothold of the Sinai was achieved. In foreign relations Sadat instigated momentous change. President Sadat shifted Egypt from a policy of confrontation with Israel to one of peaceful accommodation through negotiations. Following the Sinai Disengagement Agreements of 1974 and 1975, Sadat created a fresh opening for progress by his dramatic visit to Jerusalem in November 1977. This led to the invitation from President Jimmy Carter of the United States to President Sadat and Israeli Prime Minister Begin to enter trilateral negotiations at Camp David. Egyptians believed other gods helped them in real life, too. For instance, Osiris’s wife, the goddess Isis, helped cure human sickness, and the goddess Tefnut caused the rain to fall. Today, millions of tourists visit the country of Egypt each year to see the pyramids, tombs, and temples. But these monuments aren’t all this ancient culture left behind. Ancient Egyptian astronomers created a calendar much like ours—based on the sun’s rotation—and are thought to be the first civilization to measure a year using 365 days. They were also math geniuses: Historians think that division and multiplication were first developed by these people. (Plus, how else would they have figured out how to build pyramids without a lot of math?) This was also one of the first civilizations to have a written language using a system called hieroglyphic writing, in which symbols—not letters—represent words or sounds. (These people even created writing sheets out of a plant called papyrus.)",136
"Hieroglyphs are carved into most temples and tombs to record names and dates, describe events like battles, and give instructions for passing on to the afterlife. The 25th dynasty consisted of kings from Kush (Cush) in southern Nubia (in modern Sudan). These kings often employed Old Kingdom (c. 2543–c. 2120) styles to legitimize their claims to the throne. The first king included in the list, Piye, laid the foundations for the dynasty, but his brother and successor Shabaka was the one who conquered Egypt. Manetho’s 27th dynasty consisted of kings of the Achaemenian Empire, a Persian empire that controlled large parts of the Middle East during the 6th–4th century. The Achaemenian Empire held Egypt only intermittently. In 343 Artaxerxes III of the Persian Achaemenian Empire reconquered Egypt. His successors continued to hold it until the arrival of Alexander the Great. In 305 Ptolemy I, the satrap of Egypt (323–305) under Alexander and his successors, declared himself king of Egypt and founded the Ptolemaic dynasty. Egypt became part of the Roman Empire in 30 bce. The names of Roman emperors were recorded in Egyptian hieroglyphics in a similar manner to pharaohs until about 305 ce (see the list of Roman emperors). The 20th Dynasty ends with the death of Ramesses XI and his burial by his successor Smendes I (1077-1051 BCE). A tradition going back to the Early Dynastic Period in Egypt (c. 3150-2613 BCE) was that whoever buried the king succeeded him. Smendes I was from Tanis in Lower Egypt and so, after burying the dead pharaoh, proclaimed himself successor and centered his capital there. He only ruled in Lower Egypt and eventually over a fairly limited territory. The New Kingdom concludes c. 1069 BCE under his reign as he becomes more of a provincial monarch.",137
"The priests of Amun held power at Thebes in Upper Egypt and the Nubians in the south, with no central Egyptian power to hold them in check, took back the lands they had lost under Thuthmose III and the other great pharaohs of the New Kingdom. The regions of Syria, Palestine, and Libya followed suit and the Egyptian Empire fell. The country then entered another era of division and weakness known as the Third Intermediate Period but, unlike the previous times of transformation between unified eras, Egypt would not emerge from this one stronger and more advanced than before. The First and Second Intermediate Periods led to the Middle and the New Kingdoms but the Third Intermediate Period concludes with the Persian invasion of Egypt following the Battle of Pelusium in 525 BCE. After the Persians arrived Egypt never again became an autonomous state for any great length of time. The 30th Dynasty (c.380-343 BCE) succeeded in re-establishing Egyptian rule but the country was again taken by the Persians who would rule until their defeat by Alexander the Great. The closest the country would come to Egyptian rule again would be under the dynasty of the Ptolemies (323-30 BCE), the Greek rulers who revived Egyptian customs and traditions. Theirs would be the last dynasty of Egypt before the coming of Rome. Upper-class husbands and wives dined, held parties, and went hunting together, while both well-to-do and poorer women shared many legal rights with men. In fact, ancient Egyptian women seem to have enjoyed more freedom in their private lives than women in most other ancient societies, even if men made most of the really important decisions. Egyptian men benefitted from positive, loving relationships as much as their wives did.",138
"(23) Although the wives of farmers did not go out to the fields with their husbands (for the most part), they still had plenty of work to do keeping the house clean, tending to any animals not used in plowing, administering to the needs of the elderly in the family, and raising the children. Women and children also would tend the family garden, which was an important resource for any family. Cleanliness was an important value of the Egyptians, and one's person and home needed to reflect that. Women and men of all classes bathed frequently (priests more than any other profession) and shaved their heads to prevent lice and cut down on maintenance. When an occasion called for it, they wore wigs. Men and women also both wore makeup, especially kohl under the eyes, to help with the sun's glare and keep the skin soft. Tomb inscriptions and paintings also often show men and women plowing and harvesting in the fields together or building a home. The life of the ancient Egyptians was hardly all work, however. They found plenty of time to enjoy themselves through sports, board games, and other activities. Ancient Egyptian sports included hockey, handball, archery, swimming, tug of war, gymnastics, rowing, and a sport known as 'water jousting,' which was a sea battle played in small boats on the Nile River in which a 'jouster' tried to knock the other out of his boat while a second team member maneuvered the craft. Children were taught to swim at an early age, and swimming was among the most popular sports, which gave rise to other water games. The board game of Senet was extremely popular, representing one's journey through life to eternity.",139
"Music, dance, choreographed gymnastics, and wrestling were also popular, and among the upper classes, hunting large or small game was a favorite pastime. Jawhar as-Siqilli immediately began the building of a new city, Cairo, to furnish quarters for the army which he had brought. A palace for the Caliph and a mosque for the army were immediately constructed, which for many centuries remained the centre of Muslim learning. However, the Carmathians of Damascus under Hasan al-Asam advanced through Palestine to Egypt, and in the autumn of 971 Jauhar found himself besieged in his new city. By a timely sortie, preceded by the administration of bribes to various officers in the Carmathian host, Jauhar succeeded in inflicting a severe defeat on the besiegers, who were compelled to evacuate Egypt and part of Syria. Meanwhile, the caliph in 2 al-Muizz had been summoned to enter the palace that had been prepared for him, and after leaving a viceroy to take charge of his western possessions he arrived in Alexandria on May 31 973, and proceeded to instruct his new subjects in the particular form of religion (Shiism) which his family represented. As this was in origin identical with that professed by the Carmathians, he hoped to gain the submission of their leader by argument; but this plan was unsuccessful, and there was a fresh invasion from that quarter in the year after his arrival, and the caliph found himself besieged in his capital. The Carmathians were gradually forced to retreat from Egypt and then from Syria by some successful engagements, and by the judicious use of bribes, whereby dissension was sown among their leaders. Al-Muizz also found time to take some active measures against the Byzantines, with whom his generals fought in Syria with varying fortune.",140
"Before his death he was acknowledged as Caliph in Mecca and Medina, as well as Syria, Egypt and North Africa as far as Tangier. Under the vizier al-Aziz, there was a large amount of toleration conceded to the other sects of Islam, and to other communities, but the belief that the Christians of Egypt were in league with the Byzantine emperor, and even burned a fleet which was being built for the Byzantine war, led to some persecution. Al-Aziz attempted without success to enter into friendly relations with the Buwayhid ruler of Baghdad, and tried to gain possession of Aleppo, as the key to Iraq, but this was prevented by the intervention of the Byzantines. His North African possessions were maintained and extended, but the recognition of the Fatimid caliph in this region was little more than nominal. His successor al-Hakim bi-Amr Allah came to the throne at the age of eleven, being the son of Aziz by a Christian mother. His conduct of affairs was vigorous and successful, and he concluded a peace with the Byzantine emperor. He is perhaps best remembered by his destruction of the Church of the Holy Sepulchre in Jerusalem (1009), a measure which helped to provoke the Crusades, but was only part of a general scheme for converting all Christians and Jews in his dominions to his own opinions by force. A more reputable expedient with the same end in view was the construction of a great library in Cairo, with ample provision for students; this was modelled on a similar institution at Baghdad. For unknown reasons al-Hakim disappeared in 1021. In 1049 the Zirid dynasty in the Maghrib returned to the Sunni faith and became subjects of the Caliphate in Baghdad, but at the same time Yemen recognized the Fatimid caliphate.",141
"Meanwhile, Baghdad was taken by the Turks, falling to the Seljuk Tughrul Beg in 1059. The Turks also plundered Cairo in 1068, but they were driven out by 1074. During this time, however, Syria was overrun by an invader in league with the Seljuk Malik Shah, and Damascus was permanently lost to the Fatimids. This period is otherwise memorable for the rise of the Hashshashin, or Assassins. The earliest pharaohs of the Middle Kingdom traced their origin to two nomarchs of Thebes, Intef the Elder, who served a Heracleopolitan pharaoh of the Tenth Dynasty, and his successor, Mentuhotep I. The successor of the latter, Intef I, was the first Theban nomarch to claim a Horus name and thus the throne of Egypt. He is considered the first pharaoh of the Eleventh Dynasty. His claims brought the Thebans into conflict with the rulers of the Tenth Dynasty. Intef I and his brother Intef II undertook several campaigns northwards and finally captured the important nome of Abydos. Warfare continued intermittently between the Thebean and Heracleapolitan dynasties until the 39th regnal year of Mentuhotep II, second successor of Intef II. At this point, the Herakleopolitans were defeated and the Theban dynasty consolidated their rule over Egypt. Mentuhotep II is known to have commanded military campaigns south into Nubia, which had gained its independence during the First Intermediate Period. There is also evidence for military actions against the Southern Levant. The king reorganized the country and placed a vizier at the head of civil administration for the country. Mentuhotep II was succeeded by his son, Mentuhotep III, who organized an expedition to Punt. His reign saw the realization of some of the finest Egyptian carvings. Mentuhotep III was succeeded by Mentuhotep IV, the final pharaoh of this dynasty.",142
"Despite being absent from various lists of pharaohs, his reign is attested from a few inscriptions in Wadi Hammamat that record expeditions to the Red Sea coast and to quarry stone for the royal monuments. The leader of this expedition was his vizier Amenemhat, who is widely assumed to be the future Pharaoh Amenemhat I, the first pharaoh of the Twelfth Dynasty. Amenemhat is therefore assumed by some Egyptologists to have either usurped the throne or assumed power after Mentuhotep IV died childless. Amenemhat I built a new capital for Egypt, Itjtawy, thought to be located near the present-day Lisht, although Manetho claims the capital remained at Thebes. Amenemhat forcibly pacified internal unrest, curtailed the rights of the nomarchs, and is known to have launched at least one campaign into Nubia. His son Senusret I continued the policy of his father to recapture Nubia and other territories lost during the First Intermediate Period. The Libu were subdued under his forty-five year reign and Egypt's prosperity and security were secured. Senusret III (1878–1839 BC) was a warrior king, leading his troops deep into Nubia, and built a series of massive forts throughout the country to establish Egypt's formal boundaries with the unconquered areas of its territory. Amenemhat III (1860–1815 BC) is considered the last great pharaoh of the Middle Kingdom. The outcome was the historic Camp David accords, signed by Egypt and Israel and witnessed by the US on 17 September 1978. The accords led to 26 March 1979, signing of the Egypt–Israel peace treaty, by which Egypt regained control of the Sinai in May 1982. Throughout this period, US–Egyptian relations steadily improved, and Egypt became one of America's largest recipients of foreign aid.",143
"Sadat's willingness to break ranks by making peace with Israel earned him the enmity of most other Arab states, however. In 1977, Egypt fought a short border war with Libya. Sadat used his immense popularity with the Egyptian people to try to push through vast economic reforms that ended the socialistic controls of Nasserism. Sadat introduced greater political freedom and a new economic policy, the most important aspect of which was the infitah or ""open door"". This relaxed government controls over the economy and encouraged private investment. While the reforms created a wealthy and successful upper class and a small middle class, these reforms had little effect upon the average Egyptian who began to grow dissatisfied with Sadat's rule. In 1977, Infitah policies led to massive spontaneous riots ('Bread Riots') involving hundreds of thousands of Egyptians when the state announced that it was retiring subsidies on basic foodstuffs. Liberalization also included the reinstitution of due process and the legal banning of torture. Sadat dismantled much of the existing political machine and brought to trial a number of former government officials accused of criminal excesses during the Nasser era. Sadat tried to expand participation in the political process in the mid-1970s but later abandoned this effort. In the last years of his life, Egypt was wracked by violence arising from discontent with Sadat's rule and sectarian tensions, and it experienced a renewed measure of repression including extra judicial arrests. Another change Sadat made from the Nasser era was a bow towards the Islamic revival. Sadat loosened restrictions on the Muslim Brotherhood, allowing it to publish a monthly magazine, al-Dawa, which appeared regularly until September 1981 (although he did not allow the group's reconstitution.) In the late 1970s, he began calling himself 'The Believer President' and signing his name Mohammad Anwar Sadat.'",144
"He ordered Egypt's state-run television to interrupt programs with Salat (call to prayer) on the screen five times a day and to increase religious programming. Under his rule local officials banned the sale of alcohol except at places catering to foreign tourists in more than half of Egypt's 26 governorates. 2 There was also a sport called 'shooting the rapids,' which is described by the Roman playwright Seneca the Younger (1st century CE) who lived in Egypt: The people embark on small boats, two to a boat, and one rows while the other bails out water. Then they are violently tossed about in the raging rapids. At length they reach the narrowest channels and, swept along by the whole force of the river, they control the rushing boat by hand and plunge head downward to the great terror of the onlookers. You would believe sorrowfully that by now they were drowned and overwhelmed by such a mass of water when, far from the place where they fell, they shoot out as from a catapult, still sailing, and the subsiding wave does not submerge them but carries them on to smooth waters. (cited in Nardo, 20) After or even during such events, spectators enjoyed their favorite beverage: beer. The favored recipe most often consumed was Heqet (also given as Hecht), a honey-flavored beer similar to, but lighter than, the later mead of Europe. There were many kinds of beer (generally known as zytum), and it was frequently prescribed as a medicine as it made the heart lighter and improved one's spirits. Beer was brewed commercially and at home and was especially enjoyed at the many festivals the Egyptians celebrated.",145
"All of the Egyptian gods had birthdays which needed to be celebrated, and then there were individual birthdays, the anniversaries of great deeds of the king, observances of acts of the gods in human history, and also funerals, wakes, house-warming events, and births. All of these and more were celebrated with a party or a festival. The festivals of ancient Egypt were each unique in character depending on the nature of the event, but all had in common drinking and feasting. The Egyptian diet was mainly vegetarian and consisted of grains (wheat) and vegetables. Meat was very expensive, and usually only royalty was able to afford it. Meat was also difficult to keep in the arid Egyptian climate, and so animals who were ritually slaughtered had to be used quickly. Festivals were the perfect opportunity for indulging in every kind of excess, including meat eating for those who chose to do so, though self-indulgence was not appropriate at every gathering. Each celebration or commemoration had its own unique characteristics as historian Margaret Bunson explains: The Beautiful Feast of the Valley, in honor of the god Amun, held in Thebes, was celebrated with a procession of the barks of the gods, with music and flowers. The Feast of Hathor, celebrated at Dendera, was a time of pleasure and intoxication, in keeping with the myths of the goddesses' cult. The feast of the goddess Isis at Busiris and the celebration honoring Bastet at Bubastis were also times of revelry and intoxication. (91) These festivals were ""normally religious in nature and held in conjunction with the lunar calendar in temples"" but could also ""commemorate certain specific events in the daily lives of the people"" (Bunson, 90).",146
"At funerals, as one would expect, people dressed in respectful black (though the priests usually wore white) while at birthdays or other celebrations one wore whatever one pleased. At the Festival of Bastet, women wore nothing but a short kilt which they often raised in honor of the goddess. During the Crusades, al-Mustafa maintained himself in Alexandria, and helped the Crusaders[citation needed] by rescuing Jerusalem from the Ortokids, thereby facilitating its conquest by the Crusaders in 1099. He endeavoured to retrieve his error by himself advancing into Palestine, but he was defeated at the battle of Ascalon, and compelled to retire to Egypt. Many of the Palestinian possessions of the Fatimids then successively fell into the hands of the Crusaders. In 1118 Egypt was invaded by Baldwin I of Jerusalem, who burned the gates and the mosques of Farama, and advanced to Tinnis, when illness compelled him to retreat. In August 1121 al-Afdal Shahanshah was assassinated in a street of Cairo, it is said, with the connivance of the Caliph, who immediately began the plunder of his house, where fabulous treasures were said to be amassed. The vizier's offices were given to al-Mamn. His external policy was not more fortunate than that of his predecessor, as he lost Tyre to the Crusaders, and a fleet equipped by him was defeated by the Venetians. In 1153 Ascalon was lost, the last place in Syria which the Fatimids held; its loss was attributed to dissensions between the parties of which the garrison consisted.",147
"In April 1154 the Caliph al-Zafir was murdered by his vizier Abbas, according to Usamah, because the Caliph had suggested to his favorite, the vizier's son, to murder his father; and this was followed by a massacre of the brothers of Zafir, followed by the raising of his infant son Abul-Qasim Isa to the throne. In December 1162, the vizier Shawar took control of Cairo. However, after only nine months he was compelled to flee to Damascus, where he was favorably received by the prince Nureddin, who sent with him to Cairo a force of Kurds under Asad al-din Shirkuh. At the same time Egypt was invaded by the Franks, who raided and did much damage on the coast. Shawar recaptured Cairo but a dispute then arose with his Syrian allies for the possession of Egypt. Shawar, being unable to cope with the Syrians, demanded help of the Frankish king of Jerusalem Amalric I, who hastened to his aid with a large force, which united with Shawar's and besieged Shirkuh in Bilbeis for three months; at the end of this time, owing to the successes of Nureddin in Syria, the Franks granted Shirkuh a free passage with his troops back to Syria, on condition of Egypt being evacuated (October 1164). Two years later Shirkuh, a Kurdish general known as ""the Lion"", persuaded Nureddin to put him at the head of another expedition to Egypt, which left Syria in January 1167; a Frankish army hastened to Shawar's aid. At the battle of Babain (April 11, 1167) the allies were defeated by the forces commanded by Shirkuh and his nephew Saladin, who was made prefect of Alexandria, which surrendered to Shirkuh without a struggle. In 1168 Amalric invaded again, but Shirkuh's return caused the Crusaders to withdraw.",148
